Date,Open,High,Low,Close,Adj Close,Volume
2015-05-01,null,null,null,null,null,null
2015-06-01,35.016811,36.160053,34.095493,34.411568,28.637590,274983100
2015-07-01,34.741089,35.776733,30.221924,31.647614,26.650150,298419200
2015-08-01,31.479488,31.997311,23.611298,29.428379,24.781353,267419700
2015-09-01,28.466711,45.299999,26.792198,42.400002,35.704639,927073300
2015-10-01,28.641560,51.919998,28.345663,50.900002,43.504414,607001200
2015-11-01,34.680565,52.490002,33.658371,51.380001,43.914677,281861700
2015-12-01,35.393410,53.970001,32.958977,51.480000,44.000141,619526100
2016-01-01,33.806320,33.934097,27.074646,28.244787,24.461279,292828500
2016-02-01,27.962339,33.449898,27.720242,32.689980,28.311014,268736800
2016-03-01,33.080029,35.124413,32.582382,34.203094,29.621439,205858500
2016-04-01,33.887020,36.301277,33.651649,35.379959,31.052622,190632800
2016-05-01,35.561535,35.985207,33.631474,34.539341,30.314823,181941500
2016-06-01,34.344318,36.274380,32.111633,33.429726,29.340918,282587200
2016-07-01,33.402824,36.435776,31.950235,36.092804,32.117931,178383100
2016-08-01,36.166779,36.650974,35.043713,36.072628,32.099976,167633100
2016-09-01,36.139877,36.711498,34.680565,34.855415,31.016811,192705400
2016-10-01,35.198387,37.114998,34.794888,36.186954,32.626225,190231000
2016-11-01,36.334904,37.713516,34.700741,37.471420,33.784306,240614800
2016-12-01,37.666443,39.899124,37.148621,38.480160,34.693783,214598900
2017-01-01,38.466713,41.513115,38.009415,40.100876,36.580940,188725800
2017-02-01,40.087425,43.281776,39.899124,41.869537,38.194347,163065900
2017-03-01,42.279758,43.994621,41.674511,42.730331,38.979588,224241100
2017-04-01,42.750504,43.651649,40.934769,42.232685,38.935356,144104700
2017-05-01,42.474781,42.515133,39.872227,41.667786,38.414558,187898600
2017-06-01,41.667786,44.028244,41.613987,42.414257,39.102749,195083500
2017-07-01,42.649632,64.099998,42.259583,63.560001,59.239799,128336300
2017-08-01,43.349026,66.650002,42.044384,66.650002,62.766167,319200200
2017-09-01,44.828514,47.545395,43.046402,46.556828,43.843864,274142700
2017-10-01,46.671150,49.663754,46.503025,48.628109,45.794449,220013200
2017-11-01,49.166107,49.482178,45.729656,48.392738,45.572792,223034900
2017-12-01,48.634834,49.226631,46.980499,47.895092,45.468788,209057000
2018-01-01,48.130463,51.835911,48.016140,50.827168,48.252327,232445400
2018-02-01,50.221924,51.109615,44.512440,47.276394,44.881432,284810700
2018-03-01,47.168797,49.246807,41.903160,42.844654,40.986919,308332600
2018-04-01,42.750504,45.971756,41.203766,42.528580,40.684551,282977300
2018-05-01,42.508408,46.254204,41.546738,43.113651,41.244251,255510000
2018-06-01,43.624748,47.343643,43.355751,44.330868,42.786812,278310900
2018-07-01,44.068596,46.476128,43.550774,46.247478,44.636665,195752300
2018-08-01,46.052456,48.372562,43.799595,47.162071,45.519402,251645700
2018-09-01,46.906525,47.612644,43.113651,43.248150,42.074596,254696700
2018-10-01,43.557499,44.223267,34.512440,36.260929,35.276974,435636200
2018-11-01,39.361130,40.652321,37.505043,38.903831,37.848164,350018500
2018-12-01,40.080700,40.490921,32.878277,35.965031,35.338081,407208500
2019-01-01,35.299259,40.396770,35.151310,36.186954,35.556133,243639400
2019-02-01,35.938129,38.211163,34.182919,35.796906,35.172886,225406800
2019-03-01,36.200405,38.090115,34.465366,35.850708,35.585594,368780500
2019-04-01,36.240753,39.560001,36.005379,38.450001,38.165665,301858300
2019-05-01,38.389999,38.660000,30.059999,30.969999,30.853788,235412100
2019-05-17,30.450001,31.309999,30.389999,30.969999,30.969999,13892126
