Date,Open,High,Low,Close,Adj Close,Volume
2015-05-18,67.650002,68.199997,67.610001,68.089996,63.131172,1444000
2015-05-19,68.279999,68.849998,68.040001,68.750000,63.743111,2560700
2015-05-20,68.650002,68.849998,68.129997,68.730003,63.724590,2607400
2015-05-21,68.419998,68.610001,67.879997,68.099998,63.140453,2538900
2015-05-22,68.029999,68.089996,67.580002,67.599998,62.676868,1807400
2015-05-26,67.410004,67.519997,67.139999,67.379997,62.472889,2563700
2015-05-27,67.430000,67.820000,67.099998,67.610001,62.966499,2057000
2015-05-28,67.400002,67.940002,67.400002,67.800003,63.143444,2044200
2015-05-29,67.690002,67.820000,67.309998,67.320000,62.696411,1892000
2015-06-01,67.650002,67.980003,66.900002,66.919998,62.323875,2633200
2015-06-02,66.919998,67.419998,66.800003,67.129997,62.519451,2332700
2015-06-03,67.339996,67.809998,67.129997,67.720001,63.068932,1773200
2015-06-04,67.379997,67.680000,66.959999,67.050003,62.444962,2392400
2015-06-05,67.410004,67.650002,66.459999,66.480003,61.914101,1851300
2015-06-08,66.550003,66.790001,65.800003,65.820000,61.299419,1985000
2015-06-09,65.820000,66.250000,65.599998,65.709999,61.196980,2205900
2015-06-10,65.919998,67.019997,65.900002,66.910004,62.314575,2420000
2015-06-11,67.050003,67.489998,66.919998,67.489998,62.854736,2069600
2015-06-12,67.180000,67.489998,67.070000,67.370003,62.742970,1819800
2015-06-15,66.860001,67.220001,66.650002,66.669998,62.091038,1940400
2015-06-16,66.570000,67.440002,66.440002,67.330002,62.705723,1690100
2015-06-17,67.459999,67.570000,66.949997,67.180000,62.566021,1511200
2015-06-18,67.379997,68.470001,67.330002,68.349998,63.655674,2905900
2015-06-19,68.150002,68.290001,66.449997,66.449997,61.886162,5049100
2015-06-22,66.010002,66.900002,66.010002,66.279999,61.727837,4124700
2015-06-23,66.410004,66.519997,66.180000,66.360001,61.802341,2484200
2015-06-24,66.360001,66.410004,65.930000,65.949997,61.420502,2683700
2015-06-25,66.190002,66.279999,65.029999,65.029999,60.563671,3805800
2015-06-26,65.419998,66.070000,65.239998,65.830002,61.308743,3079300
2015-06-29,65.250000,65.540001,64.620003,64.680000,60.237720,2718300
2015-06-30,65.349998,65.610001,64.830002,64.870003,60.414684,3121200
2015-07-01,65.800003,66.529999,65.220001,65.489998,60.992085,4657600
