Date,Open,High,Low,Close,Adj Close,Volume
2015-05-11,null,null,null,null,null,null
2015-05-18,31.650000,32.529999,31.270000,31.355000,26.535713,27951200
2015-05-25,31.245001,31.415001,30.815001,31.110001,26.654909,20482600
2015-06-01,31.250000,31.395000,30.850000,30.905001,26.479273,19497600
2015-06-08,30.860001,31.570000,30.660000,31.285000,26.804853,16474800
2015-06-15,31.014999,31.635000,30.924999,31.280001,26.800570,18632400
2015-06-22,31.480000,31.915001,31.219999,31.844999,27.284658,21216600
2015-06-29,31.495001,31.610001,30.700001,30.980000,26.543530,18593200
2015-07-06,30.615000,31.014999,30.115000,30.855000,26.436432,21388800
2015-07-13,30.379999,31.215000,30.290001,30.795000,26.385025,29105800
2015-07-20,30.834999,31.219999,30.530001,30.959999,26.526392,18547200
2015-07-27,30.740000,32.330002,30.570000,32.025002,27.438881,25693400
2015-08-03,31.969999,32.389999,31.695000,32.020000,27.434597,17669000
2015-08-10,32.200001,32.494999,31.555000,32.380001,27.743042,16556400
2015-08-17,31.985001,32.320000,29.584999,29.600000,25.361151,28327000
2015-08-24,27.834999,29.385000,25.705000,29.334999,25.440517,31993400
2015-08-31,29.059999,29.405001,28.094999,28.195000,24.451864,24123600
2015-09-07,28.670000,29.340000,28.450001,29.070000,25.210703,19797000
2015-09-14,29.055000,29.540001,28.459999,28.575001,24.781418,20123200
2015-09-21,28.725000,29.190001,28.305000,28.915001,25.076275,19245600
2015-09-28,28.684999,29.350000,28.389999,29.235001,25.353796,19235600
2015-10-05,29.400000,30.655001,29.295000,30.379999,26.346788,17447000
2015-10-12,30.385000,30.775000,29.805000,30.670000,26.598282,15530400
2015-10-19,30.584999,31.735001,30.160000,31.725000,27.513229,27317200
2015-10-26,31.684999,32.595001,31.139999,31.875000,27.643312,36627200
2015-11-02,31.965000,32.494999,31.934999,32.160000,27.890471,23230800
2015-11-09,32.150002,32.299999,31.440001,31.610001,27.413494,23073800
2015-11-16,31.340000,33.115002,31.135000,32.830002,28.471525,25550200
2015-11-23,32.849998,32.945000,32.439999,32.650002,28.687521,10773800
2015-11-30,32.650002,33.264999,31.309999,31.760000,27.905527,31471600
2015-12-07,31.695000,31.834999,29.695000,29.855000,26.231722,21632800
2015-12-14,30.010000,30.980000,29.145000,29.145000,25.607889,24883200
2015-12-21,29.195000,30.270000,29.045000,30.090000,26.438202,11303200
2015-12-28,29.985001,30.580000,29.905001,29.950001,26.315197,9081800
2016-01-04,29.395000,29.815001,28.305000,28.355000,24.913765,21942400
2016-01-11,28.510000,29.420000,27.940001,28.305000,24.869837,26674600
2016-01-18,28.540001,28.660000,27.285000,28.635000,25.159784,20677600
2016-01-25,28.620001,29.245001,28.219999,28.980000,25.462914,29119400
2016-02-01,28.680000,29.415001,27.870001,29.105000,25.572748,35536600
2016-02-08,28.695000,29.430000,27.620001,28.655001,25.177361,27389600
2016-02-15,29.049999,29.705000,28.674999,29.660000,26.437475,19143800
2016-02-22,29.905001,30.385000,29.230000,30.084999,26.816298,18413000
2016-02-29,30.090000,30.725000,29.760000,30.514999,27.199581,22647200
2016-03-07,30.290001,31.174999,29.660000,31.135000,27.752220,24680800
2016-03-14,30.920000,31.975000,30.525000,31.760000,28.309315,26546400
2016-03-21,31.625000,31.865000,31.170000,31.350000,27.943861,13912200
2016-03-28,31.395000,32.165001,31.325001,32.060001,28.576721,18620000
2016-04-04,32.070000,32.075001,31.295000,31.955000,28.483130,19593400
2016-04-11,32.009998,33.665001,31.959999,33.439999,29.806784,25759000
2016-04-18,33.365002,34.154999,33.209999,33.959999,30.270285,24241400
2016-04-25,33.820000,34.799999,33.605000,34.485001,30.738243,27017000
2016-05-02,34.235001,34.650002,34.009998,34.424999,30.684763,21677000
2016-05-09,34.325001,34.845001,34.115002,34.435001,30.693678,18702400
2016-05-16,34.279999,34.695000,34.009998,34.365002,30.631283,26526600
2016-05-23,34.235001,35.044998,34.110001,34.779999,31.374758,21849800
2016-05-30,34.830002,34.930000,34.264999,34.560001,31.176300,18082000
2016-06-06,34.680000,34.980000,34.400002,34.474998,31.099619,16346400
2016-06-13,34.389999,34.544998,33.709999,34.395000,31.027451,17120400
2016-06-20,34.875000,35.985001,34.279999,34.630001,31.239447,24286800
2016-06-27,34.224998,36.404999,33.564999,36.250000,32.700836,24875400
2016-07-04,35.970001,36.380001,35.509998,36.244999,32.696320,16113000
2016-07-11,36.250000,37.070000,36.250000,36.680000,33.088737,20441200
2016-07-18,36.685001,36.880001,36.450001,36.744999,33.147369,13327000
2016-07-25,36.805000,36.974998,35.560001,36.139999,32.601604,18927000
2016-08-01,35.955002,36.660000,35.575001,36.535000,32.957928,19089000
2016-08-08,36.610001,36.930000,36.299999,36.345001,32.786533,15950800
2016-08-15,36.480000,36.575001,35.834999,36.439999,32.872227,16272800
2016-08-22,36.125000,36.790001,36.060001,36.375000,32.813595,15716000
2016-08-29,36.474998,37.250000,36.459999,36.994999,33.752655,14175400
2016-09-05,36.974998,36.974998,36.200001,36.200001,33.027332,12533000
2016-09-12,36.035000,36.834999,35.650002,35.669998,32.543781,21005600
2016-09-19,35.834999,36.974998,35.799999,36.369999,33.182434,15987800
2016-09-26,36.154999,36.330002,35.634998,35.935001,32.785561,13523600
2016-10-03,35.810001,36.099998,35.595001,35.689999,32.562035,16567800
2016-10-10,35.820000,36.009998,35.080002,35.480000,32.370430,13608000
2016-10-17,35.490002,35.610001,34.334999,34.689999,31.649675,17697000
2016-10-24,34.865002,35.494999,34.110001,34.255001,31.252802,17789200
2016-10-31,34.430000,34.610001,33.959999,34.279999,31.275602,17487400
2016-11-07,34.740002,36.974998,34.669998,36.305000,33.123138,20956800
2016-11-14,36.360001,36.779999,35.790001,36.250000,33.072948,20833400
2016-11-21,36.259998,36.424999,35.474998,35.865002,33.113903,12912000
2016-11-28,35.654999,35.965000,34.075001,34.145000,31.525829,24806800
2016-12-05,34.320000,35.075001,33.750000,34.529999,31.881302,30924200
